taskid	tweetid	tweet_type	persp_toxicity_score	text	ToJournalist
1468	1458807494948663301	reply-other-handle	0.43791756	@ghadaoueiss انت بعوضة سامه	1
1467	1458697662643978243	quote-other-other	0.43791756	@ghadaoueiss محبي الأسد" وليسوا ذباب! يا بنت الجاكوزي المأجورة https://t.co/6gKi0gQ1fE	1
1466	1458464906332749824	reply-other-handle	0.43791756	@ghadaoueiss للعلم خليفتك الشاذ اردوغان اكثر رئيس عنده علاقات مع اسرائيل وقطر اللي انتي واحده من كلابها اول دول في الخليج تقيم علاقات مع اسرائيل	1
1465	1455039560690327552	reply-other-handle	0.43791756	@ghadaoueiss لا ألومك شيعية	0
1464	1450611374955040768	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/Wgrpl8yGEZ	0
1463	1450610941599653890	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/3eBkr2Exnp	0
1462	1450610571418775558	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/DrBC6GjvYa	0
1461	1450610388257492992	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/QgoXmxXgCP	0
1460	1450609948862320647	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/gDkWqN9UvE	0
1459	1450609722214731783	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/CoUM6FP0aT	0
1458	1450609430895202306	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/woJsX6Htlc	0
1457	1450609056276692996	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/ZIvL9lR9rj	0
1456	1450608761534566400	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/Yw71SjkJo9	0
1455	1450608598116179985	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/OgEZKaYbgu	0
1454	1450608321774465024	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/OLk1IjPPnW	0
1453	1450608076151734272	reply-other-handle	0.43791756	@ghadaoueiss هل هناك أوقح من الاحتلال وأحقر منه؟ https://t.co/t2UDKH7mRI	0
1452	1448745425784262656	reply-other-handle	0.43791756	@ghadaoueiss الله يلعنه أوسخ والعن بشر لعنه الله الى يوم الدين	0
1451	1437713698223759361	reply-other-handle	0.43791756	@ghadaoueiss الأرض لليهود	0
1450	1490977204410494976	quote-other-other	0.4396069	سمعونا نباحكم يا زبايل 😂   @OlaAlfares #ك@ghadaoueiss   @abqatar @kasimf @jamalrayyan @Benguennak @A_AlAthbah https://t.co/m05IRMVE3A	0
1449	1490610743057735681	reply-other-handle	0.4396069	@ghadaoueiss هذه المرأة الحصيفة الراجحة العقل لا تقارن بهؤلاء	0
1447	1488010506052976642	reply-other-handle	0.4396069	@ghadaoueiss ما يحتاج انتي تمشي بدون ملابس داخلية مع زنا المحارم الدواعش في سوريا	1
1446	1487940240723656704	reply-other-handle	0.4396069	@ghadaoueiss عليك اللعنه يا دجاله	1
1445	1487727042837856257	reply-other-handle	0.4396069	@ghadaoueiss يا غاده دى حيل الضعفاء ومرضى النفوس   ولولا ان صوتك قلق مضاجعهم و ظهر للعالم حقيقتهم وسعيهم للسيطره على الاعلام الحر باساليب قذره	1
1444	1484358229085720585	reply-other-handle	0.4396069	@ghadaoueiss ناس مرضى ليس إلا	0
1443	1479085276211388423	reply-other-handle	0.4396069	@ghadaoueiss هذا هو الموجود في بلد الارز لبنان  منذ نشؤئه من وسخ لوسخ  وأصبح الوسخ وراثي ؟👹	0
1442	1465022923475980300	reply-other-handle	0.4396069	@ghadaoueiss #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك  #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك المنافقين في الدرك الأسفل في جهنم https://t.co/DPaJyf1Neq	0
1441	1464981284049063936	reply-other-handle	0.4396069	@ghadaoueiss والمغفلون يقولون عنها الديمقراطية الوحيدة فى الشرق الأوسط   مهما فعلوا وأن قاموا بالتطبيع مع معظم العالم  هم لصوص وهمج	0
1440	1459776609360261121	reply-other-handle	0.4396069	@ghadaoueiss ستبقين غصة في حلق كل خانع ومنحل	1
1439	1456312287657177091	reply-other-handle	0.4396069	@ghadaoueiss @alsob7alkareeb هم هكذا مراهقين اغبياء لايستفيدوا من الدروس	0
1438	1455080869346086914	quote-other-other	0.4396069	على إيش انتصرت يا فاشل؟ولك روح انتصر عالحوثي بعدين تعال انتصر على استخبارات الدول.مثير للشفقة انت واسيادك  من فترة وليست ببعيدة تراسلون استخبارات الدول الي انت تقصدها عشان يزودونكم بمعلومات عن الحوثي وغيره ليش تكذب يا كذاب؟فاشلين ايران تجلد فيكم صباح مساء 🤐#إين_الجثة@ghadaoueiss	0
1437	1454950898510098436	reply-other-handle	0.4396069	@ghadaoueiss الميليشيات الإيرانية مجرمة بضوء أخضر أممي.	0
1436	1454847494131748864	reply-other-handle	0.4396069	@ghadaoueiss كلب مجوسي مسعور اطلقته ايران المجوسيه	0
1435	1453470488387375109	reply-other-handle	0.4396069	@ghadaoueiss خونه وحمقى كلن	0
1434	1450937249508458498	reply-other-handle	0.4396069	@ghadaoueiss لا يوجد أوقح وأحقر من الأحتلال فاقوا النازية في جرائمهم	0
1433	1437971203826794502	reply-other-handle	0.4396069	@ghadaoueiss اناس حثالة الأُمم ومجموعة من الرّعاع والسفلة	0
1432	1437539082922512393	reply-other-handle	0.4396069	@ghadaoueiss بلاش تحياتك هيك كلاب بينحكالهم تفوووو	1
1431	1437517199741181957	reply-other-handle	0.4396069	@ghadaoueiss ناس متخلفة ست غادة . ذكورية . متنمرة . مهووسة جنسيا  اللهم أجرنا بما أبتلي به غيرنا	1
1430	1490158286053728261	reply-other-handle	0.44129625	@ghadaoueiss ميركل وبوتين والباقي خرا	0
1429	1490069095156531203	reply-other-handle	0.44129625	@ghadaoueiss كمان إنتِ مختارة زبالة الرجال وهاد تحيز واضح🤭	1
1428	1488567665149067265	reply-other-handle	0.44129625	@ghadaoueiss يرحم امك لاتعطين نفسك اكبر من حجمها  ذبحتينا بصورك عللا بالك انك نانسي عجرم  وشكلك وانتي عاريه يششبه شكل الممثل السعودي بشير الغنيم بالفوطه في صالة امه	1
1427	1483143794262519809	reply-other-handle	0.44129625	@ghadaoueiss @SRashefi او شرموطة بوذية !	1
1426	1481693444250783753	reply-other-handle	0.44129625	@ghadaoueiss جيوش الطغاة جيش إبليس.	0
1425	1476292736949047297	reply-other-handle	0.44129625	@ghadaoueiss عاش البكيني 😂عندما تتحدث العاهرة بقضايا الامة عويس بكيني🤣	1
1424	1466414237056741377	reply-other-handle	0.44129625	@ghadaoueiss القافلة تسير وما احد درى عنك   أنت ممسحة متخلفة عنز تناطحين الجبال ولن توجعي ألا رأسك وليس كما وظفك الماسون تظنين احد مهتم بك وليتك تهتمين بجمع قاذوراتك وتتغذي عليها ربما تشبعك وتكون اطعم مما تترزقين به https://t.co/Z3mgyYA2HG	1
1423	1465027686615633925	reply-other-handle	0.44129625	@ghadaoueiss حقاره هؤلاء لا توصف!  حتى تسأل نفسك هل تصل الحقارة إلى هذه؟  كيف لا وهم تربية القحطاني   وفي دولة مبس	0
1422	1464927820132589568	reply-other-handle	0.44129625	@ghadaoueiss سارق مفوض قانونيا.	0
1421	1464386282944139264	reply-other-handle	0.44129625	@ghadaoueiss أحسنتي الله يرضى عليك	1
1420	1464303979471548423	reply-other-handle	0.44129625	@ghadaoueiss هذا يظهر كرهك لإسرائيل ههه https://t.co/m6Lqxa3IUh	1
1419	1460982212128559108	reply-other-handle	0.44129625	@ghadaoueiss لعنة الله على اليهود ليوم الدين عداؤنا معهم في الدين	0
1418	1459878148917637123	reply-other-handle	0.44129625	@ghadaoueiss بدون تعليق ...كل اناء بما فيه ينضح.	0
1417	1459621072349843466	reply-other-handle	0.44129625	@ghadaoueiss يلعن روحك يا حافظ	0
1416	1459612948595449860	reply-other-handle	0.44129625	@ghadaoueiss لاتنثري حقدك وكرهك على الخليجيين في مجالسك الخاصه مع بني جلدتك من شتات والمخلفات وفي حسابك في العلن تخفي حقيقة كرهك للخلجيين هذا ان دل دل انك رخيصه ومنافقه ووضيعه تذكري كلامي هذا وتذكري كلامك في المجالس الخاصه مع بني جلدتك وكلامك على الخليجيين قذارتكم في زبالتكم	1
1415	1455266657912426499	reply-other-handle	0.44129625	@ghadaoueiss هذا في ذهن وعقلية ال سعود الخنازير	0
1414	1454502829205426182	reply-other-handle	0.44129625	@ghadaoueiss سيعود لبنان كما كان وأجمل عندما يخرج الشيطان منه	0
1413	1454261989040078854	reply-other-handle	0.44129625	@ghadaoueiss طيب ياحقيرة وش فيك تبكين   ماتبيكم غصب العلاقات معكم ؟!   مو انتم اقوياء	1
1412	1453332252897726464	reply-other-handle	0.44129625	@ghadaoueiss هو كان ولا زال يقوم بدور خبيث وخبيث جدا	0
1411	1451205839302406149	reply-other-handle	0.44129625	@ghadaoueiss مقرف*	0
1410	1450583853479956481	reply-other-handle	0.44129625	@ghadaoueiss نعم   جماعة الاخونج ومرتزقة قطر. امثالك	0
1409	1438451146830528517	reply-other-handle	0.44129625	@ghadaoueiss الحوثي جماعة شيعية إرهابية	0
1408	1433791473582067721	reply-other-handle	0.44129625	@ghadaoueiss كلب	0
1407	1489605451591389184	reply-other-handle	0.44298556	@ghadaoueiss انت أهنتها عندما ساويتي حق المرأة في ارتداء حجابها بحق المثليين	1
1406	1488108138289147905	reply-other-handle	0.44298556	@ghadaoueiss يا استاذة غادة ..ماذا تنتظرين من هذا الشاااذ  الا كل ماهو شاااذ وقبيح.#الدب_الداشر https://t.co/fSYhZ29Tzt	1
1405	1486267300349153281	reply-other-handle	0.44298556	@ghadaoueiss ملعون كل خائن عديم النخوة	0
1404	1482805810581356546	reply-other-handle	0.44298556	@ghadaoueiss بفضل حزب الله الارهابي الايراني	0
1403	1467626758346317831	reply-other-handle	0.44298556	@ghadaoueiss عائلة إرهابية  ههههه	1
1402	1458879393217064972	reply-other-handle	0.44298556	@ghadaoueiss لم يعد أحد ينخدع بكلام عويس وبقية صهاينة غطر.   الكل شاهد قناة "الحظيرة" ومرتزقتها كيف أغمضوا عيونهم وبلعوا "أحذيتهم" حين أصدر ابن موزة قانوناً مثيراً للسخرية بشأن ما يسمى انتخابات.	0
1401	1458866671276462083	reply-other-handle	0.44298556	@ghadaoueiss انتم مش ارهابيون  انتم مجرد عملاء للغرب الكافر فقط.	0
1400	1456783444432850947	reply-other-handle	0.44298556	@ghadaoueiss تم اغتصاب لبنان رسميا يا شرموطة https://t.co/1V1MHPnCDx	1
1399	1455631227449380866	reply-other-handle	0.44298556	@ghadaoueiss المنحط اللي ياكل من صحن ويبصق فيه مثلك انتي ومن على شاكلتك..اذلفي لبلدك واعملي اللي يعجبك اما جالسه بيننا وحاقده علينا !؟ الكلاب اوفى منكم يانور	1
1398	1452745910203691009	reply-other-handle	0.44298556	@ghadaoueiss كلهم اوسخ من بعض الأول شو كان   وما هو ماضيه المخابراتي.   كلاب تنعش ببعض	0
1397	1451134228905791490	reply-other-handle	0.44298556	@ghadaoueiss لله يلعن ال سعود	0
1396	1448159107316322305	reply-other-handle	0.44298556	@ghadaoueiss شكرا حسن كبتاجون لمساهمتك في تدمير هذا المرفأ السرطاني	0
1395	1436597635780071425	reply-other-handle	0.44298556	@ghadaoueiss ما تتعبوش نفسكم تاني عشان أهلكم هيبلغوا عنكم إسرائيل!  الفلسطينين شعب خاين غدار خسيس جعان	0
1394	1488012549484335107	reply-other-handle	0.44428605	@ghadaoueiss لعنكم الله ايها المطبعين الاوغاد ..لعنكم الله يا اولاد زايد ...تباا لكم	0
1393	1482370944509296643	reply-other-handle	0.44428605	@ghadaoueiss يلعن روحك ياحافض😁	0
1392	1480641045553627142	reply-other-handle	0.44428605	@ghadaoueiss وصلت الفكرة   إذا كان الرجل قوي   فالمرأة أدهى وأزكى	0
1391	1476206973507014657	reply-other-handle	0.44428605	@ghadaoueiss كل مطبع حقير عديم شرف سافل منحط.😡😡😡😡😡	0
1390	1465414929658355713	reply-other-handle	0.44428605	@ghadaoueiss يقف وراءها الصهاينة العرب عملاء الصهاينة	0
1389	1463950777806987267	reply-other-handle	0.44428605	@ghadaoueiss اسرائيل مثل فايروس الايدز  تدخل للجسم عن طريق ممتع  لتستقر داخل خلية وتصبح الخلية منتجة للفايروس	0
1388	1459759137697320966	reply-other-handle	0.44428605	@ghadaoueiss @FatimazahraeHsn مثلك بما نُشر عنك من صور يخبأ رأسه وهم نفس الكلاب التي نهشوا لحمك يوما ما ؟؟؟ أتذكرين	1
1387	1459703871551557634	reply-other-handle	0.44428605	@ghadaoueiss أكثر نساء عندهم دعارة هم النصيرية العلويين وأكثر ذكورهم مخانيث وديوثين وحرامي ولا شرف لهم من ذنب الكلب وانتي نازله اذا بشار بندوق ابن صلاح جديد شو بدك تتوقعي من الباقي على اقذر	0
1386	1459587633714241536	reply-other-handle	0.44428605	@ghadaoueiss عندهم كبت جنسي... حقراء وواطيين هؤلاء الشبيحة	0
1385	1459150616446517249	quote-other-handle	0.44428605	الإرهابي هو اللي بيسكت عنّك وعن أمثالك. إرهابي بحق نفسه ووطنه وبحقنا جميعًا.	1
1384	1456866019344011266	reply-other-handle	0.44428605	@ghadaoueiss كل عام و أنتن بخير. عيد ميلاد سعيد أستاذة غادة	1
1383	1453790446094794762	reply-other-handle	0.44428605	@ghadaoueiss نجيب الميقاتي الحقير في رأس القائمة	0
1382	1452743265112018947	reply-other-handle	0.44428605	@ghadaoueiss مع أن الهاتف الغبي . غبي كان لا بأس به	0
1381	1449704213777371137	reply-other-handle	0.44428605	@ghadaoueiss نعم اننا في دول تفعل   آلة المنشار برعونة وغباء!!!!!	0
1380	1448627897741332482	reply-other-handle	0.44428605	@ghadaoueiss جميع المذكورين هم من دمر بيتك وخرب لبنان وجوع شعبه.	0
1379	1447267787592937478	reply-other-handle	0.44428605	@ghadaoueiss يجب أن يتدخل تويتر لمنع المرتزقة أمثالك  الذين يهاجمون الدول والأفراد مقابل بضعة دولارات خدمة لكيانات دكتاتورية	1
1378	1442455511421669379	reply-other-handle	0.44428605	@ghadaoueiss على ماذا الحسرة وعلى ماذا يحسدكم الناس عليه.     لا كرامة ولا مبادىء ولا أخلاق ولا قيم و لا تربية.    هذا غير البيئة المعفنة والقذرة اللي عايشين فيها يكفيكم ذُل ومهانة أنكم تتبعون أوسخ وأقذر قناة فضائية جمعت النطيحة والمتردية وما أكل السبع.    والله أن البؤس والهم واضحة على ملامحكم.	0
1377	1496909472563965956	reply-other-handle	0.44509158	@ghadaoueiss عالم قذر	0
1376	1480483310564478981	reply-other-handle	0.44509158	@ghadaoueiss الوسخ انت التي تسيء لسيد المقاومين	0
1375	1474515829366657027	reply-other-handle	0.44509158	@ghadaoueiss إذا لم تستطع مقاومة الاغتصاب فستمتع .. هاذا حال الحكام المطبعين ..	0
1374	1472935234450640899	reply-other-handle	0.44509158	@ghadaoueiss لأنه ينكحهم غي الليل 😆🤣	0
1373	1466658282513203205	reply-other-handle	0.44509158	@ghadaoueiss آبوج لا بومشيمع فوقج ، لا يا كلاب يازندغه	1
1372	1464323296858718212	reply-other-handle	0.44509158	@ghadaoueiss العربي منافق بطبعه. يحب الشعارات.. لا ينتج.. ينكح.. يستهلك و ينام.هم العربي المال و البنون.. كذبوا هايه بالقومية العربية و صدقها.. قالو له فلسطين ركن من اركان الاسلام فصدقها.. يلبسون jeans و يملكون iphone و يطلبون اللجوء عند الكافر و  يسبون من يطعمهم من مال الكفر و يسبون إسرائيل	0
1371	1464266310649589768	reply-other-handle	0.44509158	@ghadaoueiss مافيش حاجه اسمه سلام ( غبي وخائن )	0
1370	1454944452762611720	reply-other-handle	0.44509158	@ghadaoueiss ماذا تتوقع من عاهرة   تبيع شرفها من اجل الريال هل يوجد له ضمير و عنده قيم او اخلاق https://t.co/yCxWDT3U06	1
1369	1450804873927213062	reply-other-handle	0.44509158	@ghadaoueiss في   في  في العرب اوقح واوسخ .	0
1368	1449707019972317190	reply-other-handle	0.44509158	@ghadaoueiss عاHرة تتحدث عن الشرف https://t.co/770DirKT9G	1
1367	1448605861262331907	reply-other-handle	0.44509158	@ghadaoueiss انخرسي يا عميلة هاي الناس قاعدة بتتقتل بالسلاح الصهيوني القوّاتي و انتِ هون بتتفلسفي عليهم. ما شفت أوسخ من هيك	1
1366	1437765876388974593	reply-other-handle	0.44509158	@ghadaoueiss الي تربى ع القذاره عمره ماراح ينظف  هكذا يدار نظام مبس الفاشل	0
1365	1467931980851564546	reply-other-handle	0.4458971	@ghadaoueiss ربما تبالغين في مسالة كره المراة من يكره المراة وهي كل شيء	1
1364	1457794910417944578	reply-other-handle	0.4458971	@ghadaoueiss الكلاب تنبح والقافلة تسير!	0
1363	1456404025855942658	reply-other-handle	0.4458971	@ghadaoueiss انتي زباله هذا باختصار	1
1362	1453878269447712772	reply-other-handle	0.4458971	@ghadaoueiss بهيم نطق .ذيل كلب معوج ترنح.حمار قال حا.حا.حا.ذالك هو هذا الإمارتي اوالسعودي فاقد المرؤة والشرف	0
1361	1453771532535275528	reply-other-handle	0.4458971	@ghadaoueiss لكنه قال الحق ، عكسكم تماما دفنتم رؤسكم في التراب	0
1360	1450823901919989765	reply-other-handle	0.4458971	@ghadaoueiss نعم  الخائن	0
1359	1445333870065430529	reply-other-handle	0.4458971	@ghadaoueiss الفيسبوك اسوء  مؤسسه على وجه الارض و منحطه و تتعامل مع الانذال من شكلها و إدارتها اوسخ من الصرامي صهاينه ملعونين	0
1358	1438051792605024257	reply-other-handle	0.4458971	@ghadaoueiss وأكثر من ذالك بؤسا واشد جهلا	0
1357	1467167270652764171	reply-other-handle	0.44670263	@ghadaoueiss لعن الله كل حاكم متخاذل	0
1356	1466892560992194561	reply-other-handle	0.44670263	@ghadaoueiss انا معاك وانصح بأن تتغاضي على الهلافيت يا غادة او سيفقدوك أعصابك.	1
1355	1466331731062050826	reply-other-handle	0.44670263	@ghadaoueiss @Twitter تنقدي ولا تسوي حالك شريفه على تويتر في النهاية راح تستخدمية وانتي صاغرة وبدون كرامة ولن تقفلي حسابك يامنافقة وعلى مايشهد الجميع الان حقيقتك تنتقدي تويتر ومسويه حالك انه لايرضيك لكن الكل راح يشاهدك تكملي تويتر وحسابك شغال وانتي صاغره فهمتي حقيقتك ياذيل الكلب ياغادة جاكوزي	1
1354	1465610575422140423	reply-other-handle	0.44670263	@ghadaoueiss @O2_0xygen والله من الكذب عندكم ناس وسخه الله ياخذ الى نفس نوعيتك الكلبيه بدياك تنامي معي كم بدك شيكل	1
1353	1461815816240959491	reply-other-handle	0.44670263	@ghadaoueiss مصيرها كالساحرات ..... إلى النار	0
1352	1460002375477907457	reply-other-handle	0.44670263	@ghadaoueiss @ICFJ @IWMF ضعاف النفوس والفارغين أصبحوا ينفثون سمومهم في منصات التواصل بشكل لافت .. وهؤلاء علينا التصدي لهم بالحظر وعدم الدخول في نقاش عقيم يهدر الوقت والطاقة ..	0
1351	1459205765311475722	quote-other-handle	0.44670263	عندما تحاضر العاهرة بل عفة غادة عويس مثال 👇👇ماذا فعلو بكي عندما زرتي جبهة النصرة اوضحي للناس مرتزقة مال تدافعون عن مرتزقة سلاح وفوق كل هذا كنتي رح تغتصبي من جهة مسخرة زريبتكم ليل نهار من أجلهم	1
1350	1458824603141226502	reply-other-handle	0.44670263	@ghadaoueiss بلطجية	0
1349	1454330103119364099	reply-other-handle	0.44670263	@ghadaoueiss لان لبنان حمار اجلك مابيتعلم	0
1348	1451960168284045314	reply-other-handle	0.44670263	@ghadaoueiss في ناس تقول الموسيقي حرام ومنهم المتشدين الإسلاميين	0
1347	1450722458135302145	reply-other-handle	0.44670263	@ghadaoueiss نعم هناك في رأيي؛ التآمر معه على من هم من بني جلدتك.	0
1346	1449938461939535875	reply-other-handle	0.44670263	@ghadaoueiss كلكو نفس الشي.. بتدافعي عن اي كلب لانه من طايفتك.. شعب مريض ما بيجي منكم الا العنصرية و الكراهية و القرف..	1
1345	1449077529839554562	reply-other-handle	0.44670263	@ghadaoueiss أقبح ممثله في الخنزيره عانه عويس المرتزقة الرخيصه	1
1344	1493181869243912200	reply-other-handle	0.44750816	@ghadaoueiss @SanaIbr78586020 لعنة الله على اليهود أحفاد القرده والخنازير، وكذلك على الحكام العرب العملاء	0
1343	1490003700202491905	reply-other-handle	0.44750816	@ghadaoueiss اضيفي صورتك وشاهدي حركة الرجل بجنبك فهو يقصد انكي قحبه https://t.co/BGjJeqShLr	1
1342	1484613466656813056	reply-other-handle	0.44750816	@ghadaoueiss احرقي قلوبهم	1
1341	1484510724982554628	reply-other-handle	0.44750816	@ghadaoueiss المتعة في تصاعد عندما تستضيفنهم لعرض وجهة نظرهم  أليس كذلك عندما يصبح للقاتل المغتصب رأي!!!	0
1340	1459968940243886084	reply-other-handle	0.44750816	@ghadaoueiss لعنه الله على قدر ما يحارب الأسلام	0
1339	1459645734647742472	reply-other-handle	0.44750816	@ghadaoueiss ابله و عبيط و زمباوي	0
1338	1459608878111510532	reply-other-handle	0.44750816	@ghadaoueiss سيدتي عندما تنبح كلاب خلفكي فعلمي انكي اوجعتيه بشار المجريم مجوسي قواد الصهاين ابن زينى كلب رافدي	1
1337	1453411508734644233	reply-other-handle	0.44750816	@ghadaoueiss ضجت مضاجعكم كلمة الحقيقه من جورج قرداحي يا مجرمين يا حلفاء قتلة الاطفال والنساء،  ورب الكعبه انهم الى زوال آل سعود اليهود ارباب الصهاينه،  سندوس خشومهم هؤلاء الانجاس المزورين للحقائق المتكبرين الطغاه	0
1336	1453189718007558148	reply-other-handle	0.44750816	@ghadaoueiss الميقاتي أخطأ خطأً فادحاً باختيار هذه القرد آحي	0
1335	1449766528094724099	reply-other-handle	0.44750816	@ghadaoueiss مرحبا عويس  أشعر بشفقة تجاهك وانتي تتعاركين مع نفسك انتي والقناة الألمانية وكومة الأمصاريات السيريانيات اللي قدموهن على اساس سعوديات في كامب مغلق وكلكم تحاولون فبركة خرابيطكم. مقدرين شعورك وانتي ذابحك الجاكوزي ومشتاقة له https://t.co/64oYGp3J5w	1
1334	1449555885093756928	reply-other-handle	0.44750816	@ghadaoueiss كلهم خونة	0
1333	1448686929843834882	reply-other-handle	0.44750816	@ghadaoueiss كلهم خونة	0
1332	1446742490120327172	reply-other-handle	0.44750816	@ghadaoueiss @LinaAlhathloul شدخل اهلك انتي خليك بالزباله حقتكم والله عندكم جرايم ومصايب لين السماء ولك لعمى	1
1331	1438827240733691904	reply-other-handle	0.44750816	@ghadaoueiss @lamamtt ودي إسلاموفوبيا ولا تحريض د المحجبات ، ويأبى الله إلا أن يظهر سخائم قلوبكم.	0
1330	1496724207803191297	reply-other-handle	0.44805592	@ghadaoueiss @Ghonim الواد دة مختل وملبوس وبودرجى وكناسة زبالة مايسمى بشباب الثورة .	0
1329	1489430936668233728	reply-other-handle	0.44805592	@ghadaoueiss انتي زوله تافهة جدا ..بلا عنصرية بلا بطيخ معاك… دي حاجات لو سكتنا عليها حاتنتشر وتخرب المجتمع… الله يلعنك ويلعن امثالك من مدعي.الاعلاميين التافهييين	1
1328	1489393106608955393	reply-other-handle	0.44805592	@ghadaoueiss متخلفين عقليا  .	0
1327	1489070604192034816	quote-other-handle	0.44805592	إيه يا بنتي تلك يلهو... على المثليين هو انت غ داخلي لينا الخرا مع البول غير ب تناوي	0
1326	1487939126410240001	reply-other-handle	0.44805592	@ghadaoueiss تافهين ومنحطين  اخت عاده	0
1325	1487540067287678977	reply-other-handle	0.44805592	@ghadaoueiss تعس الأمير النذل	0
1324	1486297625003450368	reply-other-handle	0.44805592	@ghadaoueiss هولاء الصهاينه الاوغاد اقذر مخلوقات الله. ستضل القدس عربيه الى يوم القيامه وسيزول الصهاينه عاجلا او اجلا.	0
1323	1478807233748209669	quote-other-handle	0.44805592	يلعن دين مجلس الأمن بفيتواته و فتواته و النظام الدولي العاهر من الجزائر إلى الجزائر	0
1322	1473019929754542087	reply-other-handle	0.44805592	@ghadaoueiss ماذا قدمت إلى فلسطين من غير شعارات مثل بلدك لا تاريخ	0
1321	1472997579730432002	reply-other-handle	0.44805592	@ghadaoueiss كم قتل العرب العرب المسلمين؟ وكم قتل اليهود المسلمين العرب؟	0
1320	1472674433223507969	reply-other-handle	0.44805592	@ghadaoueiss لانهم جبناء والجبان يجب أن يرضخ	0
1319	1468331209788907526	reply-other-handle	0.44805592	@ghadaoueiss مااااكرون القذررر	0
1318	1468112994722881537	reply-other-handle	0.44805592	@ghadaoueiss الكلاب تنبح على من يشير لها	0
1317	1467796508036767745	reply-other-handle	0.44805592	@ghadaoueiss يحاولون ربط المسيحية بالإرهاب كما ربطوا الإسلام بالإرهاب من قبل  هؤلاء هم الإرهابيون الحقيقيون لا دين لهم وهم ذوو فكر صهيوني ماسوني لا يعترفون بوجود إله	0
1316	1467202250367983619	quote-other-handle	0.44805592	على المباشر ولاد الكلب بني صهيون	0
1315	1467055588727263235	reply-other-handle	0.44805592	@ghadaoueiss مرحاض أوروبا	0
1314	1466895278502551553	reply-other-handle	0.44805592	@ghadaoueiss طنش الحمير تعيش أمير	0
1313	1466054832595390466	reply-other-handle	0.44805592	@ghadaoueiss دعايتك  رخيصة	1
1312	1465069569647722497	reply-other-handle	0.44805592	@ghadaoueiss @krim002 نرجسية فارغة	0
1311	1465054960836661253	reply-other-handle	0.44805592	@ghadaoueiss الاخت غادة من متابع جزائري  في حق المغرب  وما شق على الكلب ان يكون ابن كلبة🖕🖕🖕🖕	0
1310	1464900786605985792	reply-other-handle	0.44805592	@ghadaoueiss كذلك يرون أن اختلاق زوبعة تشتت المفاهيم وتهز العقائد وتُخيف العقول وتُزعج النفوس هي خير وسيلة لتعبيد العباد ونهب البلاد وشرعنة الجريمة وتجريم الأنفس الحليمة! كيف يمكنهم إذلال الشعوب وإخضاع القلوب ورفع الذنوب؟ شياطين وأبناء شياطين والعربان "المتأسلمون" يركعون ويسعون لتسجيد العموم!	0
1309	1463379489778540553	reply-other-handle	0.44805592	@ghadaoueiss حيث توجد إيران تسحق الشعوب	0
1308	1461717155859378185	reply-other-handle	0.44805592	@ghadaoueiss عبيطة وجاهلة ولا تعرفي اي شئ	1
1307	1460925585581121537	quote-other-handle	0.44805592	هذي الداعره لا تكتفي بالكلام عن لبنان كونها لبنانيه....هذي الداعره تعمل لمصلحة مين.!؟بالتأكيد تعمل لمصلحة إسرائيل..ومن خلفها من الأعراب والصهيونيه..مالقت الا محمد بن سلمان اللي سيمثل الاقتصاد على مستوى العالم...تتوقعين انه بيترك ملفات الاقتصاد والصناعه ويتفرغ لتغريداتك يالkلبه😅 https://t.co/xxbVjlreFM	1
1306	1460776440455213061	reply-other-handle	0.44805592	@ghadaoueiss مسجونة بتهمة اثارة المتاعب! ههه! أنظمة مستبدة ومتسلطة وظالمة ومقرفة! وجه اخر من الديكتاتورية التي تحكم الشعوب والتي ضاعت معها حرية "الانسان" وحقوقه!	0
